"CRTN_TM","FCST_TM","LEAD_TM","FCST_PROD_CD","FCST_QG01","FCST_QG02","FCST_QG03","FCST_QG04","FCST_QG05","FCST_QG06","FCST_QGEN","FCST_QGMX","FCST_QGMN","REG_DATE","UPD_DATE"
"202508012100","202508030100","02800","03",681.602062,,,,,,681.602062,681.602062,681.602062,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508030200","02900","03",692.360580,,,,,,692.360580,692.360580,692.360580,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508030300","03000","03",622.364017,,,,,,622.364017,622.364017,622.364017,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508030400","03100","03",627.162748,,,,,,627.162748,627.162748,627.162748,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508030500","03200","03",638.760680,,,,,,638.760680,638.760680,638.760680,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508030600","03300","03",680.688573,,,,,,680.688573,680.688573,680.688573,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508030700","03400","03",722.958237,,,,,,722.958237,722.958237,722.958237,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508030800","03500","03",751.750624,,,,,,751.750624,751.750624,751.750624,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508030900","03600","03",716.833586,,,,,,716.833586,716.833586,716.833586,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508031000","03700","03",751.283080,,,,,,751.283080,751.283080,751.283080,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508031100","03800","03",760.228090,,,,,,760.228090,760.228090,760.228090,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
"202508012100","202508031200","03900","03",814.149049,,,,,,814.149049,814.149049,814.149049,2025-08-01 20:45:03.000,2025-08-01 20:45:03.000
